epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5098749995231628,0.5037611126899719,1.0214908123016357,0.5098749995231628,0.5098749995231628,0.574999988079071,0.5821041464805603,0.6926387548446655,0.574999988079071,0.574999988079071
1,0.5368750095367432,0.5620830059051514,0.6844149231910706,0.5368750095367432,0.5368750095367432,0.6349999904632568,0.6865980625152588,0.6577571630477905,0.6349999904632568,0.6349999904632568
2,0.6085625290870667,0.6545873880386353,0.6530517935752869,0.6085625290870667,0.6085625290870667,0.6855000257492065,0.747015118598938,0.6164495348930359,0.6855000257492065,0.6855000257492065
3,0.6061875224113464,0.6736098527908325,0.6348952651023865,0.6061875224113464,0.6061875224113464,0.6834999918937683,0.7312529683113098,0.6079686880111694,0.6834999918937683,0.6834999918937683
4,0.660812497138977,0.7291152477264404,0.600084125995636,0.660812497138977,0.660812497138977,0.7400000095367432,0.8118526935577393,0.5891719460487366,0.7400000095367432,0.7400000095367432
5,0.6788125038146973,0.7556215524673462,0.5726739168167114,0.6788125038146973,0.6788125038146973,0.7275000214576721,0.8133431673049927,0.5315467119216919,0.7275000214576721,0.7275000214576721
6,0.7069374918937683,0.786205530166626,0.5450801849365234,0.7069374918937683,0.7069374918937683,0.7179999947547913,0.7937769889831543,0.5710431337356567,0.7179999947547913,0.7179999947547913
7,0.7208124995231628,0.8051865100860596,0.5204489827156067,0.7208124995231628,0.7208124995231628,0.7795000076293945,0.8601397275924683,0.4927646517753601,0.7795000076293945,0.7795000076293945
8,0.7383750081062317,0.824188232421875,0.4973440170288086,0.7383750081062317,0.7383750081062317,0.7950000166893005,0.8718515634536743,0.46614912152290344,0.7950000166893005,0.7950000166893005
9,0.7563750147819519,0.8433974385261536,0.4678519368171692,0.7563750147819519,0.7563750147819519,0.7990000247955322,0.8640643358230591,0.4769406318664551,0.7990000247955322,0.7990000247955322
10,0.7678124904632568,0.8581259250640869,0.44516342878341675,0.7678124904632568,0.7678124904632568,0.8004999756813049,0.8673185110092163,0.4573419690132141,0.8004999756813049,0.8004999756813049
11,0.7769374847412109,0.8672820329666138,0.4292532205581665,0.7769374847412109,0.7769374847412109,0.8330000042915344,0.8975385427474976,0.4043789207935333,0.8330000042915344,0.8330000042915344
12,0.7886250019073486,0.8803625106811523,0.40618425607681274,0.7886250019073486,0.7886250019073486,0.8224999904632568,0.8974178433418274,0.40376508235931396,0.8224999904632568,0.8224999904632568
13,0.7954999804496765,0.8871034383773804,0.39541661739349365,0.7954999804496765,0.7954999804496765,0.8295000195503235,0.905436635017395,0.39953529834747314,0.8295000195503235,0.8295000195503235
